employer_name,job_title,salary_raw,salary_min,salary_max,platform,position_link,career_website
Boeing,Software Engineer Developer Senior,"$136,850.00 - $185,150.00","$136,850.00","$185,150.00",Website,https://jobs.boeing.com/job/seal-beach/software-engineer-developer-mid-level-senior/185/83041569232,Boeing Careers
Boeing,Facilities Project Planner Level 3,"$92,650.00 - $125,350.00","$92,650.00","$125,350.00",Website,https://jobs.boeing.com/job/huntington-beach/facilities-project-planner-mid-level-or-senior/185/88612175328,Boeing Careers
Boeing,Facilities Project Planner Level 4,"$116,450.00 - $157,550.00","$116,450.00","$157,550.00",Website,https://jobs.boeing.com/job/huntington-beach/facilities-project-planner-mid-level-or-senior/185/88612175328,Boeing Careers
Boeing,Senior Finance Manager,"$177,650.00 - $240,350.00","$177,650.00","$240,350.00",Website,https://jobs.boeing.com/job/huntington-beach/senior-finance-manager/185/88438685856,Boeing Careers
Boeing,SAP Technical Project Lead Level 4,"$117,300.00 - $170,200.00","$117,300.00","$170,200.00",Website,https://jobs.boeing.com/job/seattle/sap-technical-project-lead/185/88019644176,Boeing Careers
Boeing,SAP Technical Project Lead Level 5,"$140,250.00 - $203,550.00","$140,250.00","$203,550.00",Website,https://jobs.boeing.com/job/seattle/sap-technical-project-lead/185/88019644176,Boeing Careers
Boeing,Senior Software Engineer Huntington Beach,"$136,850.00 - $185,150.00","$136,850.00","$185,150.00",Website,https://jobs.boeing.com/job/north-charleston/senior-software-engineer/185/84060737584,Boeing Careers
Boeing,Senior Software Engineer Berkeley,"$127,500.00 - $172,500.00","$127,500.00","$172,500.00",Website,https://jobs.boeing.com/job/north-charleston/senior-software-engineer/185/84060737584,Boeing Careers
Boeing,Business Development Manager,"$152,000.00 - $195,000.00","$152,000.00","$195,000.00",Website,https://jobs.boeing.com/job/maryland-heights/business-development-manager/185/88052118992,Boeing Careers
Boeing,Software Security Engineer Experienced,"$94,350.00 - $146,050.00","$94,350.00","$146,050.00",Website,https://jobs.boeing.com/job/orlando/software-security-engineer-experienced-or-senior-virtual/185/87224725248,Boeing Careers
Boeing,Software Security Engineer Senior,"$114,750.00 - $178,250.00","$114,750.00","$178,250.00",Website,https://jobs.boeing.com/job/orlando/software-security-engineer-experienced-or-senior-virtual/185/87224725248,Boeing Careers
Boeing,Yocto Linux Software Engineer (Virtual) Mid-Level,"$102,850.00 - $159,850.00","$102,850.00","$159,850.00",Website,https://jobs.boeing.com/job/mesa/yocto-linux-mid-level-senior-software-engineer-virtual/185/86866225168,Boeing Careers
Boeing,Yocto Linux Software Engineer (Virtual) Senior,"$123,250.00 - $192,050.00","$123,250.00","$192,050.00",Website,https://jobs.boeing.com/job/mesa/yocto-linux-mid-level-senior-software-engineer-virtual/185/86866225168,Boeing Careers
